course code,course title,course description,active status,start date,end date
SHY  201,The Middle Ages,,Inactive,SP 9394,SP 9394
SHY  202,Early Modern Europe,,Inactive,FA 9495,FA 9495
SHY  225,World War II,"World War II transformed all world relationships in just over a decade. This course traces the rise of prewar tensions and of expansionistic pressures, followed by in-depth discussion of the political, social, and military consequences of war. The course ",Active,FA 0809,FA 2324
SHY  226,Medieval Europe,"Survey of the history and culture of the West beginning with the fall of the western Roman empire to the Renaissance (c. 400-1400). Explores the development of society, economics, and culture with additional emphasis on issues related to gender and religi",Active,SP 1011,SP 2526
SHY  306,Historiography,,Inactive,FA 9697,FA 9495
SHY  315,"Modern Britain, 1500 to Present","This course investigates Modern Britain as the diverse history of many peoples and cultures, from the Roman occupation of the first century to the present, focusing on building Britain's story from Africa, the Caribbean, and Asia.   Offered: Fall semester",Active,FA 0809,SP 2425
SHY  340,The Middle East,"This course focuses on the multifaceted dimensions of the modern Middle East, beginning with a historical overview of the ancient and medieval periods preceding it. The course examines the complex religious, cultural, and economic characteristics of the t",Active,SP 0809,SP 2223
SHY  390,Sp Tps: English History to 1700,"Explores various topics in history, such as African American History and Topics in Women's History.  When Offered: Spring semester, odd-numbered years. Repeatable for credit. Fee may be assessed for specific topics. Writing Intensive Course.",Active,SP 0203,FA 2526
SHY  391,Tps in US History:Women's History,"This course explores a variety of selected topics in American history, from indigenous settlements to the present day. Students explore topics or time periods in depth, master interpretations of the topic or era, and use primary sources and historical wor",Active,SP 0506,FA 2526
SHY  392,Tps  in European History:Legal Hist,This course explores a variety of selected topics in European history. Students explore topics or time periods in depth. They master interpretations of the topic or era and use primary sources and historical works to carry out guided research.   When Offe,Active,SP 0506,FA 2526
SHY  400,Research Methods & Historiography,,Inactive,FA 0809,FA 0506
SHY  401,Honors,,Inactive,SP 0203,FA 0203
SHY  420,Field Work,By arrangement.    Permission Required. Repeatable for credit.,Active,SP 0203,SP 2526
SID  500,Intro. Instructional Systems Design,,Inactive,FA 0809,FA 0506
SID  523,Evaluating Educational Software,,Inactive,FA 0607,FA 0506
SID  525,Classroom Technology Tools,,Inactive,SU 0809,SU 0708
SID  531,Digital Videography & Photography,,Inactive,SU 0506,SU 0708
SID  532,Beginning Web Design,,Inactive,FA 0607,FA 0506
SID  715,SpTp:Explore Emerging Tools,,Inactive,FA 0809,SU 0708
SID  845,Instructional Strategies/Adult Lrnr,,Inactive,SP 0506,FA 0506
SID  930,Research Seminar:TEL,,Inactive,SU 0304,FA 0405
SIS  390,Special Topics,,Inactive,SP 0506,SP 0708
SIT  105,Elementary Italian Language II,A college level intensive language course that emphasizes development of communication and writing skills in Italian.    When Offered: Spring semester. Prerequistite(s): SIT 100 or 3 years prior study of the language.  Fee. Satisfies the Modern Languages ,Active,SP 1011,SP 2526
SJP  205,Intermediate Japanese Lang & Cult I,Development of narrative and conversational skills and proficiency-oriented problem-solving.     Offered: Fall semester. Offered online. Prerequisiste(s): SJP 105 or minimum 3-4 years of high school Japanese.    Liberal Atrs Curriculum: Satisfies the Lang,Active,FA 0809,CA 2526
SLA  102,First -Year Seminar,A one-credit course providing all traditional first-year students with an orientation to university level expectations and resources available to them at Seton Hill University. The course focuses on the development of specific skills and strategies for ac,Active,FA 0809,SP 2526
SLA  105,Seminar in Thinking & Writing I,,Inactive,SP 0203,FA 0506
SLT  202,Vergil,Students read and interpret the works of Vergil.,Active,SP 1314,CA 2526
SMA  090,Basic Mathematics,,Inactive,SU 9900,SU 0102
SMA  109,Algebra and Its History,"An elementary mathematics course that focuses on the problems that developed into algebra, and why modern math is the way it is.  The course will cover computation, elementary geometry (both construction and mensuration), the solving of algebraic equation",Active,FA 1920,FA 1920
SMA  117,Algebra,"A study of elementary functions, their graphs, and applications, including polynomial, rational, algebraic, exponential, and logarithmic functions. Graphing calculator required.  SMA117 and SMA118 together fulfill the Mathematics and Quantitative Skills r",Active,FA 2021,SP 2526
SMA  120,Precalculus,"A study of elementary functions, their graphs, and applications, including polynomial, rational, algebraic, exponential, logarithmic, and trigonometric functions. Calculator required.    Satisfies the Mathematics and Quantitative Skills requirement",Active,SP 0203,CA 2526
SMA  121,Calculus with Precalculus 1,,Inactive,FA 9900,FA 0001
SMA  122,Calculus with Precalculus 2,,Inactive,SP 9900,SP 0001
SMA  140,Calculus II,"Continuation of SMA 130. The calculus of one variable with applications, parametric equations, polar coordinates, and infinite sequences and series.   When Offered: Fall semester.",Active,SP 0203,CA 2526
SMA  210,Euclidean & NonEuclidean Geometries,"An overview of advanced geometry, including: the postulation method, elementary and analytic geometry, and non-Euclidean geometries with emphasis on hyperbolic geometry. The goal is to understand how lines, shapes, and more are defined and work together w",Active,SP 0203,SP 2526
SMA  230,Probability & Statistics I,"Discrete probability including independence, conditional probability, Bernoulli trials, and Bayes' Rule. Discrete and continuous random variables and their applications.   When Offered: Spring semester, even-numbered years. Prerequistite(s): SMA 205 with ",Active,FA 9596,SP 2526
SMA  260,Mathematical Modeling,,Inactive,FA 9596,FA 9596
SMA  265,Applied Statistics,"A first course for Data Analytics and Actuary Science majors in applied statistics with statistical software. Topics include: least square estimates of parameters, single and multiple linear regression, hypotheses and confidence in regression models, test",Active,SP 1718,SP 2526
SMA  271,Applied Statistics & Modeling,"Advanced regression modeling for Data Analytics and Actuary Science majors with statistical software. Topics include: multiple linear regression and analysis, linear time series models, moving average, regression-based and/or ARIMA models, estimation, dat",Active,SP 1819,SP 2526
SMA  300,Numerical Analysis,"Numerical methods of curve fitting, finding roots of equations, numerical integration, and numerical solutions to differential equations, and to partial differential equations as time permits. The goal is to understand how creating a sequence of steps may",Active,SP 1011,SP 2526
SMA  340,Mathematical Modeling,"A systematic approach to modeling applications from areas such as physics, chemistry, engineering, biology, and business (operations research). Dimensional analysis and scaling are introduced to prepare a model with discrete or continuous processes that m",Active,SP 2324,SP 2526
SMA  430,Internship,"Through placement with cooperating area firms, the student gains practical experience and valuable insight into the future work environment.    Permission Required. Repeatable for credit.",Active,SP 0203,SP 2526
SMA  500,Adv Str No Sys,,Inactive,SU 0001,SU 0001
SML  213,Intermediate Chinese,,Inactive,FA 9596,SP 9495
SML  401,Honors:  Goethe's Poetry,,Inactive,FA 9900,FA 9900
SMN  221,Business & Professional Communicatn,,Inactive,FA 9596,SP 9495
SMN  235,Planning and Finance,,Inactive,FA 9697,FA 9495
SMN  270,Women at Work,,Inactive,FA 9596,SU 9495
SMN  302,Financial Statement Analysis,,Inactive,SP 9596,SP 0001
SMN  320,Advanced Marketing Seminar,,Inactive,SP 9596,SP 0102
SMN  350,Statistics I,,Inactive,FA 9596,SU 9495
SMN  351,Statistics II,,Inactive,SP 9394,SP 9394
SMN  370,Personnel/Human Resource Management,,Inactive,FA 9596,FA 9495
SMN  385,Retailing Management:Seminar,,Inactive,SP 9899,SP 9899
SMN  401,Honors,,Inactive,FA 9596,SP 9495
SMN  511,Contemporary Ethical & Legal Issues,,Inactive,FA 9899,SP 0102
SMN  521,The Financial Manager,,Inactive,SP 9899,SU 0001
SMN  526,Global Trade Perspectives,,Inactive,FA 9900,FA 0102
SMN  541,"Manager as Leader, Trainer, & Dev.",,Inactive,SP 9900,SP 0102
SMT  100,Clinical Keyboard Skills,"Development of piano repertoire and improvisation for use with various special populations. Focus on tailoring musical skills to musical styles widely used in music therapy. Practical experience in leading group music, as well as stylistic use of the voic",Active,FA 0809,FA 2526
SMT  105,Introduction to Music Therapy,"Course provides an overview of the music therapy profession, including history, treatment process, research, current state of the profession, and future trends.  When Offered: Fall semester.",Active,FA 1415,FA 2526
SMT  120,Psych of Music/Research Methods,Study of psychological and physiological effects of music. Covers the science of music including psychoacoustics and how music is processed; functional uses of music in society; aesthetics and affect; music and personality; and analysis of psychological i,Active,SP 0506,FA 2526
SMT  125,Professional Practice in MT,"Professional Practice in Music Therapy is a comprehensive course designed to prepare students for the practical, ethical, and administrative aspects of working as a music therapist. This course covers a range of topics including legal and ethical consider",Active,FA 2425,SP 2526
SMT  225,Music Therapy Practicum II,"45 hours of observation and participation in a clinical setting with supervision from a board-certified music therapist on a weekly basis to present and discuss professional and clinical issues, raise questions, and problem solve with peer group.  When Of",Active,SP 2425,SP 2526
SMT  310,Methods in Music Therapy II,,Inactive,SP 0506,SP 0708
SMT  410,Independent Study,By arrangement.    Permission Required. Repeatable for credit.,Active,SU 1314,SP 2526
SMT  421,MT Internship Prep,"This course is designed to provide music therapy students with the necessary knowledge to prepare for, apply to and obtain their clinical internship.  When Offered: Spring semester. Prerequistite(s): SMT 420   Corequistite(s): SMT 420   Repeatable for cre",Active,SP 2425,SP 2526
SMT  425,Special Topics in MT,Deals with special topics determined by recent trends and developments in the field of music therapy which delineate attention for current practice. May include music in hospice/palliative care; use of songs in psychotherapy; or feminist perspectives in m,Inactive,FA 1617,FA 2324
SMT  435,Intro to Trauma-Informed MT,"Introduction to Trauma-Informed Music Therapy is a foundational course designed to provide students with an understanding of trauma, its impact on individuals, and the application of trauma-informed principles in music therapy practice.   When Offered: Sp",Active,SP 2526,SP 2526
SMU  045,Performance (0 cr) Bassoon,Private instruction in oboe/bassoon.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  046,Performance (0 credit)Clarinet,Private instruction in clarinet.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  047,Performance (0 credit)Saxophone,Private instruction in saxophone.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  048,Performance (0 credit)French Horn,Private instruction in French horn.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  050,Performance (0 credit)Trombone,Private instruction in trombone.  When Offered: Fall and spring semesters. Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  139,Diction I,Beginning instruction in lyric diction for singers. Covers the International Phonetic Alphabet and the basics of Italian Diction.   When Offered: Fall semester. Prerequistite(s): SMU 341.,Active,SP 0506,FA 2526
SMU  140,Performance (non-Major) Piano,Private instruction in piano.    When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127  and SMU 228.  Permission Required. Repeatable for credit. Fee. Satisfies the Artistic Expression ,Active,FA 9596,SP 2526
SMU  141,Performance (non-major) Voice,Private instruction in voice.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level or completion of SMU 127 and SMU 229.  Permission Required. Repeatable for credit. Fee. Satisfies the Artistic Expression re,Active,FA 9596,SP 2526
SMU  155,Improvisation,Private instruction involving basics of improvisation.  1 credit for one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.,Active,SP 0203,SP 2526
SMU  160,Harmony I,"The written study of music theory. Course content includes intervals, rhythms, major/minor scales and harmonic structures, lead sheets and figured bass, embellishing tones, and melodic form.  When Offered: Fall semester.",Active,FA 9596,FA 2526
SMU  161,Aural Theory I,"The study of music theory through critical listening and performance. Emphasis on aural skill development through solfeggio, major and minor tonal pattern identification and responding, rhythmic reading and responding, and rhythmic dictation.  When Offere",Active,FA 9596,FA 2526
SMU  163,Aural Theory II,"Continuation of SMU 161 with more advanced skill development through solfeggio, rhythmic reading and responding, melodic, rhythmic and harmonic dictation and score reading identification.   When Offered: Spring semester. Prerequistite(s): A grade of C or ",Active,SP 0203,SP 2526
SMU  170,Creating Music With GarageBand,"This course provides an opportunity for non-music majors to explore and understand music through creative projects. Students develop musical composition projects in GarageBand software based on elements of music theory, music history, and music applicatio",Active,FA 1516,FA 2526
SMU  186,Westmoreland Chamber Orchestra,,Inactive,FA 9495,FA 9495
SMU  187,Westmoreland Symphony Orchestra,Provides qualified students with the opportunity to perform in a semi-professional orchestra.    Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Liberal Atrs Curriculum: Satisfies the Artistic Expression requirement.,Inactive,FA 9596,SP 2425
SMU  188,SHU Glee Club,Mien's choral ensemble. Auditions held at the beginning of each semester.  Counts toward the Artistic Expression requirement of the Liberal Arts Curriculum.,Inactive,FA 9596,CA 2425
SMU  189,Una Voce,A select choral ensemble performing advanced literature.  Auditions at the end of the Spring semester and beginning of the fall semester.  Open to all students regardless of major.   When Offered: Fall and spring semesters. Permission Required. Repeatable,Active,FA 9596,SP 2526
SMU  190,Westmoreland Symphonic Winds,"A concert band open to musicians who play woodwind, brass, or percussion instruments.     When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfies the Artistic Expression requirement.",Active,FA 9596,SP 2526
SMU  191,Methods Lab Ensemble,"A lab ensemble for music education students providing practical playing experience of school string ensemble, percussion ensemble, and band literature and serving as a rehearsal ensemble for music education students.  When Offered: Spring semester. Repeat",Active,FA 9596,SP 2526
SMU  192,Woodwind Ensemble,"Performance of chamber music for woodwind instruments including double reed and mixed woodwind trios/quartets/quintets, clarinet ensemble, saxophone ensemble, and flute choir.    When Offered: Fall and spring semesters. Repeatable for credit. Fee. Satisfi",Active,FA 9596,SP 2526
SMU  206,Keyboard Strategies 4,"Designed to service the non-keyboard music major with early intermediate keyboard experience, this course introduces students to the basic skills necessary to achieve the required musical and keyboard proficiency for Level II in the major.  When Offered: ",Active,SP 1415,SP 2526
SMU  226,Class Guitar II,Continuation of SMU 126. Course is designed to lead students to develop the guitar skills necessary to pass the proficiency examination in guitar for the music therapy major.   When Offered: Spring semester. Prerequistite(s): SMU 126.  Satisfies the Artis,Active,SP 0506,SP 2526
SMU  243,Performance (sec) Guitar,Private instruction in secondary guitar for music majors. 1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  244,Performance (sec) Flute,Private instruction in secondary flute for music majors. 1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  245,Performance (sec) Bassoon,Private instruction in secondary oboe/bassoon for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. ,Active,SP 0203,SP 2526
SMU  246,Performance (sec) Clarinet,Private instruction in secondary clarinet for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  250,Performance (sec) Trombone,Private instruction in secondary trombone for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  251,Performance (sec) Tuba,Private instruction in secondary euphonium/tuba for music majors.  1 credit for each one-half hour of weekly private instruction.   When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credi,Active,SP 0203,SP 2526
SMU  252,Performance (sec) Percussion,Private instruction in secondary percussion for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. Fe,Active,FA 9596,SP 2526
SMU  253,Performance (sec) Viola,Private instruction in secondary violin/viola for music majors.  1 credit for each one-half hour of weekly private instruction.  When Offered: Fall and spring semesters. Prerequistite(s): Demonstration of sufficient skill level.    Repeatable for credit. ,Active,FA 9596,SP 2526
SMU  255,Improvisation,"Private instruction involving the basics of improvisation through chord progressions analysis, scale study, and melodic construction.    When Offered: Fall and spring semesters. Permission Required. Repeatable for credit. Fee.",Active,FA 9596,SP 2526
SMU  260,Harmony III,"Continuation of SMU 162 with more advanced theoretical concepts including four-voice part writing, secondary function, modulation, modes, altered predominants, harmonic extensions and chromatic techniques.   When Offered: Fall semester. Prerequistite(s): ",Active,FA 9596,FA 2526
SMU  272,Music from Antiquity to 1750,"Surveys musical styles of the ancient world, chant, early polyphony, the Renaissance, and the Baroque with an emphasis on listening and music research.     When Offered: Fall semester. Prerequistite(s): A grade of C or better in SMU 271.",Active,FA 9596,FA 2526
SMU  305,Rhythmics II,This experience-based course is a continuation of SMU 104 with emphasis on assisting students in designing and facilitating rhythmic experiences for application in music education and/or music therapy. Credits: 1.When Offered: Spring semester.Prerequisite,Inactive,SP 1516,SP 2324
SMU  314,Jazz Theory and Arranging,A continuation of concepts and techniques discussed in Commercial Theory & Arranging . Designed to provide students with an advanced understanding of jazz harmony and arranging techniques.   When Offered: Spring semester. Prerequistite(s): SMU 311  and SM,Active,SP 2021,SP 2526
SMU  320,Mus Teacher Prsnc Lrng & Stdnt Mot,"This course is designed to provide students with an overview of classroom leadership and management that includes selected research, theories, and applications in practice, to create and sustain positive and productive learning environments in music setti",Active,SP 1415,SP 2526
SMU  331,Music in Secondary School/Practicum,"The materials, methods of procedure, techniques, and skills suitable to general and vocal activities in the secondary schools (middle. junior, and senior high schools).  Field experiences, Tubercular check, Act 33 Child Abuse, Act 34 Criminal Record check",Active,FA 9596,SP 2526
SMU  347,Performance (mjr) Saxophone,Private instruction in saxophone for music majors.   When Offered: Fall and spring semesters. Permission required when chosen for 3 or 4 credits Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  348,Performance (mjr) Fr. Horn,Private instruction in French horn for music majors.    When Offered: Fall and spring semesters. Permission required when chosen for 3 or 4 credits Repeatable for credit. Fee.,Active,SP 0203,SP 2526
SMU  349,Performance (mjr) Trumpet,Private instruction in trumpet for music majors.   When Offered: Fall and spring semesters. Permission required when chosen for 3 or 4 credits Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  352,Performance (mjr) Percussion,Private instruction in percussion for music majors.     When Offered: Fall and spring semesters. Permission required when chosen for 3 or 4 credits Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  353,Performance (mjr) Viola,Private instruction in violin/viola for music majors.     When Offered: Fall and spring semesters. Permission required when chosen for 3 or 4 credits Repeatable for credit. Fee.,Active,FA 9596,SP 2526
SMU  355,The Church Year,,Inactive,SP 9394,SP 9394
SMU  360,Form and Analysis,,Inactive,FA 9596,FA 0203
SMU  362,Orchestration,"The application of the principles of instrumentation, ranges, transposition, and voicing. Includes techniques of arranging for various small and large ensembles.   When Offered: Spring semester. Prerequistite(s): SMU 262 and SMU 263.",Active,SP 0203,SP 2526
SMU  435,Student Teaching Seminar,"This seminar emphasizes professional responsibilities found in the companion course, the student teaching experience (SED 433). The Pennsylvania Department of Education competencies are examined in conjunction with topics addressing the content-specific n",Active,FA 2223,SP 2526
SMU  440,Sacred Music Practicum,By arrangement.   Permission Required.,Active,FA 9596,SP 2526
SND  105,Chinese Cult. & Contemporary China,,Inactive,FA 9798,SP 9495
SND  128,Cooperative Learning Grades 1-6,,Inactive,SU 9394,SU 9394
SND  133,World In Crisis:Lessons-Holocaust,,Inactive,SU 9394,SU 9495
SND  134,Creativity & Learning,,Inactive,SU 9394,SU 9394
SND  147,"Developing Life Skills, N-12",,Inactive,SU 9596,SU 9394
SND  148,Facing the Middle Sch. Challenge,,Inactive,SU 9596,SU 9394
SND  150,"Portfolios & Assessment Tools, 6-12",,Inactive,SU 9596,SU 9394
SND  152,Entrepreneurship Secondary Classrom,,Inactive,SU 9596,SU 9394
SND  220,Macintosh for Teachers,,Inactive,SU 9596,SU 9495
SNT  310,Health Promo & Nutrition Ed,Experience in developing and executing educational programs for groups with various demographics.  Management of a teaching experience provides students with an opportunity to manage and evaluate programs and peers.  Students are introduced to creative ma,Active,SP 1011,SP 2526
SNT  330,Health Care Issues & Administration,"Introduction to the U.S. health care industry: its providers, stakeholders, principles, financing, organization and delivery systems. Examines current issues, ethics, policies and factors affecting the industry and the health of the country. Facilitates t",Active,SP 0203,FA 2526
SNT  402,Community Nutrition,"Offers a foundational knowledge on public and global health issues and nutritional needs. Includes investigation of public programs and interrelationships of socioeconomic factors, legislation, policy making, and nutrition intervention, on the quality of ",Active,SP 0203,FA 2324
SNT  405,Food Service Management II,A specialized management course that explores the management of volume food service operations with an emphasis on human resource and financial management. Both for-profit and nonprofit operations are examined. Covers additional topics specific to the foo,Inactive,FA 1415,FA 2122
SNT  430,Nutrition Science Capstone,This course is required for all nutrition science majors and should be taken during the last semester of study. The Capstone Assessment for the BS in Nutrition Science includes completion of a showcase portfolio. This portfolio emphasizes the products of ,Active,SP 2526,SP 2526
SNT  451,Medical Nut.Therapy II:Sup.Practice,"Off-campus experience in the clinical phase of dietetic practice. Competence developed in such areas as interviewing, counseling, application of medical nutrition therapy, and the nutritional care process. Credits: 6.When Offered: Spring semester.Dietetic",Inactive,SP 0203,SP 2122
SNT  475,Contemporary Issue Food & Nutrition,"Examines current and/or controversial nutrition, agricultural, and food science issues with an evidence-based approach. Topics may include organic and regenerative agriculture, biofortification and GMOs, sustainable food practices and food waste. Emphasis",Active,FA 2122,FA 2324
SNT  500,Nutrition in Health and Wellness,"This course offers a multi-dimensional study of health that allows the student to build on their foundation in nutrition and health risk assessment, motivation, intervention and evaluation and learn advanced skills and community-based applications. In add",Active,SP 2122,SU 2425
SNT  501,Advanced Nutrition I,"Integrates nutrition, physiology, and biochemistry in the study of nutrient metabolism at the cellular level. Provides an integrated study of normal nutrient function and the metabolic characteristics of conditions including regulation of digestion, hormo",Active,SP 2425,SP 2526
SNT  515,Medical Nutrition Therapy I EL,Off-campus supervised experiential learning in healthcare facilities. Students perform the nutrition care process and develop patienUclient care skills.   When Offered: Fall semester. Prerequistite(s): SNT 521.  Fee.,Active,FA 2425,FA 2526
SNT  520,Advanced Nutrition II,"This course aims to expand student's knowledge on a variety of pathophysiological conditions and integrate this knowledge with the intervention of clinical nutrition therapies.  Focuses on the nutritional demands and hypermetabolic response of trauma, sur",Active,SP 2021,SP 2526
SNT  521,Nutrition Care Process,"Exploration of the nutrition care process. Instruction in screening, interviewing, assessment and counseling methods with focus on the development of nutrition diagnosis, intervention, monitoring and evaluation of outcomes. Emphasis on use of evidence-bas",Active,SP 2425,SP 2526
SNT  532,Food Service Management,"This laboratory focuses on the management of food services. Students gain managerial experience by planning and managing a commissioned meal. When not in a managerial role, students gain experience in quantity food production and service.   When Offered: ",Active,FA 2526,FA 2526
SNT  533,Food Service Management Lab,"Focus  is on the management of volume food service operations.  Topics include food procurement and production, food regulations, human resources and financial management.  When Offered: Fall semester. Corequistite(s): SNT532  Fee.",Active,FA 2526,FA 2526
SNT  540,Pharmacology for HC Professional,"Explore the study of pharmacology, pharmacokinetics, drug classifications, medication administration and enteral and parenteral nutrition. Common drug therapies, food and drug interactions and nutritional supplements are emphasized. This strong conceptual",Active,FA 2122,SP 2425
SNT  542,Financial Mgmt for Food & N S,"The focus of this course is on the financial management of food and nutrition services in healthcare operations. Budget planning, managing food & labor costs, productivity monitoring, benchmarking metrics and performance improvement strategies will be add",Active,FA 2425,FA 2526
SNU  315,Research & Evidence-Based Practice,"This writing intensive course introduces nursing students to foundational principles of scholarship and evidence-based practice (EBP).  Through a structured research process, students demonstrate their ability to apply research knowledge to a clinical set",Active,SP 2021,SP 2526
SNU  401,Mental Health Nursing Concepts,"The purpose of this course is to provide person-centered nursing care to promote, maintain, and restore mental health utilizing therapeutic nursing interventions for clients along the mental health/ disorder continuum in all settings. Students will furthe",Active,FA 2223,FA 2526
SNU  402,Mental Health Nursing Practicum,"This clinical course emphasizes experiential learning activities integrating theoretical knowledge with practical application in behavioral health nursing.  Students will apply clinical judgment, person-centered care, interprofessional collaboration acros",Active,FA 2223,FA 2526
SNU  403,Family Health Nursing,"This course provides knowledge to support person-centered care focused on improved health outcomes for newborns, children, adolescents, and women during the childbearing years.  Previously learned nursing concepts are applied to pregnancy, growth and deve",Active,FA 2223,FA 2526
SNU  440,Community/Global Population Health,"This course focuses on the concepts related to population health. Students will complete community assessments, identify needs, and plan health promotion strategies.  Topics will include local, national, and global discussions.  This course includes clini",Active,SP 2223,SP 2526
SNU  442,Global Health Nursing,"This course synthesizes public health theory, research evidence and nursing practice to improve health for diverse populations in a global community.   The role of the nurse as an advocate for social justice and health equity is explored.  Key concepts in",Active,SP 2021,SP 2526
SNU  460,Transition to Professional Practice,"This course is designed to facilitate the student's transition into the professional nursing role after graduation.  Principles of professionalism, quality and safety, interprofessional collaboration and systems-based practice in health care are emphasize",Active,SP 2223,SP 2526
SNU  461,Transition to Practice Clinical,This course provides students with precepted clinical experiences with faculty oversight in acute care settings.   Students will integrate previous learning and increase accountability for the care of patients and their families.  Students will be expecte,Active,SP 2223,SP 2526
SNU  470,Advanced Nursing Topics,"This course focuses on advancing knowledge and clinical reasoning skills in nursing practice.  Students will examine their role in the evaluation of nurse-sensitive indicators, standards, and core measures to develop an evidence-based practice approach to",Active,FA 2021,FA 2526
SNU  471,Quality Health Care Delivery,"Provides the background and history of quality care measurements and evolving focus on patient safety in the United States.  Provides an overview of the principles and tools of quality and safety in healthcare, and prepares students for effective collabor",Active,SP 2021,SP 2526
SOR  707,Clinical I,"Includes the actual treatment of patients as well as the preclinical training that provides the knowledge, understanding, and skills necessary to render orthodontic patient care. Residents make initial patient records which include: taking bite registrati",Active,SU 1314,SU 2425
SOR  708,Clinical II,"Residents are involved in many of the clinical procedures relevant for patients who are starting orthodontic treatment: initial records for assigned patients, finalize the treatment plans, place separators, bond/band, place initial archwires, and place or",Active,FA 1415,FA 2526
SOR  710,Clinical III,"Clinical procedures are directed at patient management, orthopedic corrections, retooling and adjustment of archwires, mid-treatment records, updating medical histories, use of intra- and inter-arch elastics, space closure for extraction cases, and open a",Active,FA 1415,SP 2526
SOR  715,Biomechanics II,"As Biomechanics I SOR 712 is a prerequisite, this course is a continuation. In this course, post-doctoral orthodontics residents will discuss equilibrium, which is based on Newton's First Law, as it relates to orthodontic biomechanics. Topics discussed wi",Active,FA 1415,SP 2526
SOR  716,Treatment Planning,"The purpose of this seminar is to solicit peer and faculty recommendations for diagnosis and treatment plans for orthodontic cases. Diagnosis, problem list, ideal treatment plan, alternative treatment plan(s), and informed consent are discussed from an ev",Active,SU 1314,SP 2526
SOR  722,Special Topics in Orthodontics,"Special Topics in Orthodontics (STO) is an amalgamation of learning materials from outside speakers, conferences, AAO presentations that are not covered in the structured curriculum, or a reinforcement of previously covered topics from other educational m",Active,SU 1314,SP 2526
SOR  908,Clinical VIII,"Residents complete all cases except those which were transferred to second-year residents. The clinical emphasis is on debonding, taking final records, placing retainers, and managing some retention patients. Residents are required to do a formal case com",Active,FA 1415,FA 2526
SPA  201,Physician Assistant Seminar,This seminar is offered in each year of the undergraduate portion of the BSMS track of the physician assistant program. Students meet in sections by year. This course is required for all BSMS physician assistant majors and must be taken three times. Fresh,Active,SP 0203,SP 2526
SPA  220,Neuroscience,"This course is an introduction to the human nervous system with emphasis on the structure and function of the human brain.  Topics include the evolution and development of the brain, function of nerve cells, sensory systems, control of movement and speech",Active,FA 2021,SP 2526
SPA  280,Behavioral Medicine,,Inactive,SU 0203,SU 0304
SPA  292,Pathophysiology II,,Inactive,SU 0203,SU 0304
SPA  301,History & Physical I Laboratory,,Inactive,SP 0203,FA 0203
SPA  308,Human Gross Anatomy,,Inactive,SP 0203,SU 0102
SPA  315,Clinical Medicine II,,Inactive,FA 0304,FA 0203
SPA  326,Procedures and Diagnostics I,,Inactive,FA 0304,FA 0203
SPA  330,Clinical Skills II,,Inactive,SP 9899,SP 9899
SPA  331,Procedures & Diagnostics II,,Inactive,SP 0203,SP 0102
SPA  342,Medical Ethics,,Inactive,SU 0203,SU 0102
SPA  345,Bahavioral Medicine,,Inactive,FA 9899,FA 9899
SPA  350,General Surgery,,Inactive,SP 0203,SP 0102
SPA  351,General Surgery Lab,,Inactive,SP 0203,SP 0102
SPA  352,Geriatrics,,Inactive,SP 0203,SP 0102
SPA  375,Medical Literature,,Inactive,SU 0203,SU 0102
